nom_Person	categorie	nb_Production	aver_Note	sum_numVotes
Edward Rigby	actor	21	6.8	33053
Amrita Chattopadhyay	actress	20	7.3	33049
Robert Addie	actor	10	7.6	33043
Ga-ram Jung	actor	14	6.6	33040
Seung-eon Hwang	actress	24	7.5	33035
Kenji Hamada	actor	64	7.7	33028
Nanami Yamashita	actress	12	7.4	33027
Yoo-Ri Kim	actress	15	8.1	33021
Haruko Sugimura	actress	27	7.9	33010
Tomokazu Miura	actor	82	6.8	33009
Liberto Rabal	actor	19	7.3	33009
Liberto Rabal	director	19	7.3	33009
Vidharth	actor	26	7.0	33007
Daniel Maslany	actor	7	7.3	33007
Carrie Dobro	actress	9	7.0	33003
Kavya Thapar	actress	8	8.2	33000
Godfrey Cambridge	actor	26	6.5	32967
Franz Dinda	actor	42	6.8	32953
Margaret Tyzack	actress	28	7.2	32949
Burak Satibol	actor	20	6.6	32933
Matt Devere	actor	9	7.1	32923
Sarah Desjardins	actress	10	7.1	32922
Kumaravel	actor	9	7.8	32913
Anita Strindberg	actress	23	6.5	32911
Branislav Lecic	actor	62	7.5	32902
Ian Lloyd Anderson	actor	9	7.8	32902
Christina Marie Kelly	actress	45	6.8	32892
Tom Brown	actor	126	6.5	32867
Beth Goddard	actress	12	7.6	32860
Brett Butler	actress	7	7.5	32858
Brett Butler	actor	7	7.5	32858
Miku Itou	actress	54	7.1	32854
Janusz Rewinski	actor	13	6.9	32851
Miguel Dedovich	actor	9	7.5	32848
Carla Sehn	actress	7	7.4	32848
Francis Blanche	actor	88	7.1	32838
Dong-hwi Lee	actor	28	8.5	32837
Ai Hashimoto	actress	59	6.9	32829
Simona Stasová	actress	41	7.1	32828
Karen Sillas	actress	31	6.7	32822
Mohamed Shahin	actor	23	8.1	32821
Kristin Fairlie	actress	22	7.0	32820
Song Ha-Yoon	actress	32	7.3	32815
Ashley Rae Spillers	actress	13	7.4	32812
Po-Chieh Wang	actor	38	6.6	32807
Alanna Bale	actress	8	7.6	32804
Cecilia Forss	actress	17	6.9	32802
Juan Margallo	actor	8	7.2	32801
Sharafudheen	actor	25	6.8	32794
Israel Elejalde	actor	14	7.1	32793
Mehdi Fakhimzadeh	director	59	7.2	32767
Mehdi Fakhimzadeh	actor	59	7.2	32767
Jimmy Hibbert	actor	105	7.2	32756
Banlop Lomnoi	actor	7	7.0	32755
Andrea Frigerio	actress	10	7.2	32753
Thandi Sebe	actress	9	6.5	32751
Keaton Yamada	actor	54	7.7	32747
Francis X. Bushman	actor	24	6.6	32741
Julia Foster	actress	17	6.9	32736
Kim Hyeon-mok	actor	17	7.8	32734
Laia Marull	actress	27	6.6	32729
Mike Lookinland	actor	16	6.6	32720
Rin Takanashi	actress	29	6.6	32711
Rakie Ayola	actress	16	6.9	32709
Setareh Pesyani	actress	29	7.0	32706
Jimmy Baio	actor	10	7.4	32705
Sumona Chakravarti	actress	16	7.5	32705
Daniel Lundh	actor	8	7.0	32675
Lotte Andersen	actress	34	6.5	32665
Anil Çelik	actor	16	7.1	32657
Jeremy Inman	actor	18	7.4	32652
Maria Lundqvist	actress	30	6.5	32651
Mady Christians	actress	21	7.7	32648
Demet Gül	actress	12	7.0	32647
Edie Mirman	actress	12	8.8	32631
Sükran Ovali	actress	29	6.7	32629
Don Hany	actor	21	6.8	32624
Elle-Máijá Tailfeathers	director	14	6.6	32615
Elle-Máijá Tailfeathers	actress	14	6.6	32615
John Arcilla	actor	62	7.2	32614
Beatrice Rosen	actress	10	7.1	32599
Yasuaki Takumi	actor	28	7.0	32591
Petr Cepek	actor	58	7.4	32591
Sunetra Sarker	actress	13	7.3	32584
Hao Chen	actor	55	7.1	32582
Hao Chen	actress	55	7.1	32582
Hao Chen	director	55	7.1	32582
Maren Eggert	actress	15	7.0	32576
Diether Krebs	actor	25	7.5	32570
Tokio Emoto	actor	60	7.1	32569
Louise Cardoso	actress	46	6.6	32567
Micheline Francey	actress	21	7.7	32552
Hyeon-jin Baek	actor	20	7.9	32547
Claudio Gora	actor	44	7.7	32547
Claudio Gora	director	44	7.7	32547
Turgut Özatay	actor	196	7.3	32546
Mithilesh Chaturvedi	actor	14	8.5	32545
Carl Marino	actor	11	6.6	32545
Renée Adorée	actress	29	7.5	32530
Yûya Uchida	actor	37	6.7	32525
Hong-ki Lee	actor	17	7.8	32517
Lauren Hodges	actress	8	7.9	32517
Greg Baker	actor	9	7.9	32516
Madhan Bob	actor	61	7.8	32495
Se-Yeon Jin	actress	28	6.8	32495
Maria Heiskanen	actress	18	6.9	32486
Hans Alfredson	actor	45	7.3	32484
Hans Alfredson	director	45	7.3	32484
Viktor Dobronravov	actor	41	6.6	32484
Lisa Owen	actress	28	6.7	32471
Bob Papenbrook	actor	25	6.5	32468
Kenneth Colley	actor	38	7.1	32458
Jack Webb	actor	33	7.1	32452
Nadine Marshall	actress	19	6.8	32447
Signe Egholm Olsen	actress	23	6.5	32447
Anthony Nicholls	actor	23	7.5	32446
Bala	director	57	6.8	32432
Bala	actor	57	6.8	32432
Johan van Assche	actor	13	7.5	32431
George Lindsey	actor	10	8.3	32428
Khoi Dao	actor	19	7.6	32419
Zarko Lausevic	actor	38	7.9	32418
Terence Donovan	actor	25	7.1	32415
Terence Donovan	director	25	7.1	32415
F.A. Turner	actor	16	7.7	32414
Miriam Chin Wah Yeung	actress	51	6.5	32411
Felice Jankell	actress	23	6.6	32403
Carolina Pelleritti	actress	15	6.9	32402
Robert Kazinsky	actor	8	6.8	32400
Geneviève Mnich	actress	18	7.2	32398
Charles Maxwell	actor	11	7.4	32396
Charles Maxwell	director	11	7.4	32396
Josefin Asplund	actress	19	6.5	32393
John Qualen	actor	26	6.8	32392
Walter Hudd	actor	10	7.4	32389
Augustus Prew	actor	15	7.2	32388
Marika Dominczyk	actress	9	7.0	32385
Geraldine Hakewill	actress	11	6.9	32385
Damon Runyan	actor	25	6.8	32379
Muhammad Farrag	actor	38	7.1	32375
Prem Kumar	actor	81	7.8	32375
Prem Kumar	director	81	7.8	32375
Hiroki Shimowada	actor	10	7.9	32374
Nando Paone	actor	17	6.7	32373
Giovanna Ralli	actress	78	6.7	32371
Bert Freed	actor	21	7.4	32362
Denise Darcel	actress	12	7.1	32361
Elena Sofia Ricci	actress	62	6.6	32352
Martine Carol	actress	61	6.8	32332
Vyjayanthimala	actress	101	7.6	32328
Issei Miyazaki	actor	15	7.9	32322
Ada Choi	actress	52	7.8	32311
Ricardo de Pascual	actor	10	8.6	32306
Lyudmila Tselikovskaya	actress	21	7.7	32302
Zoltán Schmied	actor	13	7.5	32302
Tommy Hinkley	actor	14	7.6	32288
Jiang Du	actor	12	6.5	32274
José Torvay	actor	13	6.8	32274
Edin Hasanovic	actor	31	6.7	32273
Hina Khawaja Bayat	actress	20	8.4	32271
Nina Zanjani	actress	15	6.5	32269
Gwen Watford	actress	27	6.6	32266
Johannes Nussbaum	actor	18	7.7	32249
Jimmy Weldon	actor	9	6.6	32244
Dale Fuller	actress	13	8.0	32244
Héléna Manson	actress	11	7.8	32240
Tucker Smallwood	actor	13	7.2	32236
Lee Ho-Cheol	actor	20	7.1	32220
Surveen Chawla	actress	24	7.1	32219
Canan Erguder	actress	12	7.4	32217
Ata Berk Mutlu	actor	12	7.7	32206
Kim Bo-kyung	actress	25	6.7	32189
Sung Hyuk	actor	19	7.4	32188
Aleksandr Abdulov	actor	102	7.2	32183
Aleksandr Abdulov	director	102	7.2	32183
Lakshmi Gopalaswamy	actress	38	6.8	32180
Ruzgar Aksoy	actor	14	6.5	32172
Carlos Cunha	actor	18	7.6	32142
Maciej Musialowski	actor	8	7.1	32133
Asuman Dabak	actress	44	7.1	32132
Mohamad Ali Keshavarz	actor	54	7.7	32129
Ryan Johnson	actor	20	6.8	32128
Margarete Schön	actress	9	8.0	32128
Girish Kulkarni	actor	18	6.5	32124
Patricia Ellis	actress	85	6.8	32119
Reza Rooygari	actor	35	7.2	32114
Felix Herngren	actor	31	7.1	32113
Felix Herngren	director	31	7.1	32113
Furankî Sakai	actor	34	7.1	32109
Toma Cuzin	actor	10	7.5	32108
Stephen Hagan	actor	7	6.8	32102
Michael Benyaer	actor	24	7.7	32098
S.Z. Sakall	actor	42	6.7	32094
Pep Anton Muñoz	actor	7	8.3	32072
Yoo-Young Lee	actress	39	7.0	32065
Paul Wegener	actor	44	6.8	32064
Paul Wegener	director	44	6.8	32064
Tanya Hope	actress	19	7.6	32060
Jeanette Nolan	actress	34	6.6	32034
Laurence Kinlan	actor	13	6.6	32024
HGM Moe Ji One	actor	26	8.1	32010
Aleksey Poluyan	actor	8	7.1	32008
Seung-Hyun Choi	actor	16	6.9	32000
Christopher Von Uckermann	actor	23	6.6	31998
Grace Vance	actress	10	8.2	31997
Vishal Vashishtha	actor	16	7.4	31983
Myung-Soo Kim	actor	30	7.8	31981
Patrick Pinney	actor	22	6.9	31975
Gertrud Arnold	actress	7	8.0	31967
Gregory Garcia	actor	9	7.6	31958
Steve Kanaly	actor	11	7.0	31958
Ayaka Saito	actress	23	8.2	31950
Shivada Nair	actress	21	6.9	31947
Akira Nakao	actor	35	6.8	31938
Benz Antoine	actor	31	6.8	31926
Daniel Fanego	actor	55	6.5	31926
Eric Hicks	actor	9	7.7	31924
Tom Gilroy	actor	14	7.1	31924
Tom Gilroy	director	14	7.1	31924
Andreas Konstantinou	actor	20	7.3	31919
Dody Goodman	actress	14	6.9	31916
Ka-Yan Leung	actor	116	6.7	31907
Ka-Yan Leung	director	116	6.7	31907
Rodrigo dos Santos	actor	9	7.2	31907
Momo Asakura	actress	33	7.1	31896
Celil Nalcakan	actor	14	7.8	31877
Moni Moshonov	actor	44	6.5	31874
Jóhann Sigurðarson	actor	11	7.4	31874
Jong-Hyun Hong	actor	27	8.4	31870
Neeru Bajwa	actress	69	6.6	31859
Neeru Bajwa	director	69	6.6	31859
Jayasudha	actress	179	6.5	31857
Atilla Yigit	actor	7	8.5	31852
Jonathan Harris	actor	37	7.2	31846
Marina de Van	actress	15	6.5	31841
Marina de Van	director	15	6.5	31841
Mark Goddard	actor	16	6.9	31839
Anchal Singh	actress	8	7.2	31839
Vildan Atasever	actress	29	6.5	31837
Stefan Velniciuc	actor	8	8.7	31807
Dagmar Ebbesen	actress	43	7.4	31803
Clarence Burton	actor	16	7.5	31802
Gaston Modot	actor	20	7.2	31798
Sarah Scott	actress	15	6.8	31793
Tommy Redmond Hicks	actor	9	6.7	31793
Coy Stewart	actor	12	6.7	31785
Eriko Hara	actress	43	8.0	31782
Yuki Wakai	actress	10	7.2	31782
Sergey Yurskiy	actor	54	7.8	31781
Bill Lobley	actor	13	7.1	31779
Mime Gopi	actor	50	7.0	31771
Aidan McArdle	actor	30	7.0	31766
Fang Yin	actor	13	7.5	31761
Daniela Vega	actress	11	7.0	31757
Alessandro Roja	actor	24	7.4	31757
Charlie Gillespie	actor	8	8.4	31756
Agostina Belli	actress	51	6.9	31753
Tim Pocock	actor	12	6.8	31746
Nick Tate	actor	23	7.1	31744
Sa-rang Kim	actress	20	7.7	31739
Aleksandr Korshunov	actor	16	7.3	31737
Dani Chambers	actress	49	7.4	31726
Mehdi Soltani	actor	19	7.9	31721
Giacomo Ferrara	actor	8	7.8	31707
Yukiko Iwai	actress	31	6.6	31702
Mylène Dinh-Robic	actress	10	6.9	31695
Lee Na-young	actress	26	6.8	31693
Carlotta Antonelli	actress	9	7.8	31689
Melanie Clark Pullen	actress	7	7.6	31682
Jared Keeso	actor	11	8.4	31679
Ronny Jhutti	actor	16	7.3	31677
Branimir Brstina	actor	22	8.7	31668
Deannie Ip	actress	60	6.5	31666
Linda Haynes	actress	9	6.7	31663
Hina Yomiya	actress	21	7.8	31662
Chan-Yeol Park	actor	10	7.2	31653
Yekaterina Rednikova	actress	21	6.8	31653
Sahar Zakaria	actress	8	7.3	31641
Açelya Özcan	actress	10	7.4	31637
Victoria Guerra	actress	37	7.2	31636
Loreto Mauleón	actress	8	7.0	31635
Jin-Woong Bae	actor	10	7.1	31634
Ryan Bartley	actress	39	7.2	31631
Othon Bastos	actor	72	7.2	31626
Maximilian Brückner	actor	44	7.1	31618
Hye-young Ryu	actress	10	8.9	31617
Edgar Kennedy	actor	72	6.9	31612
Berat Efe Parlar	actor	16	7.2	31605
Jason Sklar	actor	9	7.2	31602
Ye-Won Mun	actress	11	7.4	31597
John Lodge	actor	31	7.2	31595
Maurice Chevit	actor	16	7.2	31594
Evan Parke	actor	9	7.3	31585
Jörg Schüttauf	actor	74	7.0	31580
Jonathan Love	actor	23	8.4	31577
Chun Shih	actor	17	7.5	31577
Jeremy Miller	actor	14	6.6	31563
Hope Emerson	actress	18	7.5	31555
Iraj Tahmasb	actor	35	7.4	31550
Iraj Tahmasb	director	35	7.4	31550
Michael Coleman	actor	39	7.2	31549
Michael Coleman	director	39	7.2	31549
Janos Prohaska	actor	7	7.4	31548
Ra'na Azadivar	actress	33	6.8	31544
Guru Dutt	director	38	8.0	31537
Guru Dutt	actor	38	8.0	31537
James Thierrée	actor	17	7.0	31534
Palomi Ghosh	actress	18	6.8	31534
Kim Jae-Wook	actor	36	7.5	31529
Ganesh Venkatraman	actor	28	6.9	31526
Richard Deacon	actor	20	7.7	31524
John Bird	actor	41	7.8	31523
Shaun Majumder	actor	21	7.1	31519
Kuan-Ting Liu	actor	26	7.3	31518
James Downing	actor	7	7.7	31515
Seung-Hoon Choi	actor	11	6.9	31506
David Kossoff	actor	26	6.6	31486
Aislinn Derbez	actress	27	6.9	31461
Michael Cusack	actor	9	8.4	31461
Michael Cusack	director	9	8.4	31461
Denis Shvedov	actor	22	7.1	31456
Michael Warren	actor	20	8.0	31454
Mary Beth McDonough	actress	17	7.1	31446
Judith Barker	actress	13	7.7	31444
Jee-Young Kim	actress	22	7.8	31414
Atsushi Ono	actor	24	7.9	31413
Molly McCarthy	actress	9	6.8	31410
Verree Teasdale	actress	35	6.7	31406
Julio Diaz	actor	51	6.6	31393
Carola Braunbock	actress	7	7.7	31384
Nikola Pejakovic	actor	26	7.2	31382
Hao Qin	actor	47	6.7	31381
Harry Carey Jr.	actor	20	7.0	31375
Michael Williams	actor	26	7.2	31373
Michael Williams	director	26	7.2	31373
Shoya Ishige	actor	8	7.8	31372
Reika Hashimoto	actress	10	7.4	31366
Lawrence Grant	actor	14	7.2	31365
Nic Sampson	actor	11	7.5	31365
Jaroslava Schallerová	actress	16	7.1	31363
Yûta Hiraoka	actor	45	7.1	31361
Fernando Tejero	actor	30	6.5	31359
Piotr Fronczewski	actor	91	6.7	31352
Elissavet Konstantinidou	actress	21	7.3	31345
Lea DeLaria	actress	13	7.0	31332
Frances Gifford	actress	43	6.6	31331
Eddie Byrne	actor	25	6.5	31325
Maaike Neuville	actress	18	6.8	31324
Ece Ozdikici	actress	13	7.9	31323
Geraldine Somerville	actress	22	7.6	31320
Manuel Alexandre	actor	60	7.1	31318
Camila Márdila	actress	8	7.7	31302
Alexa Kenin	actress	8	6.7	31298
Tülay Günal	actress	10	7.4	31290
Hisashi Igawa	actor	42	7.3	31285
Damian Young	actor	17	7.1	31277
Stine Fischer Christensen	actress	19	6.6	31274
Buse Arslan	actress	9	7.4	31271
Suzuko Mimori	actress	76	7.1	31265
Sarp Bozkurt	actor	16	7.2	31261
James Luisi	actor	17	8.0	31257
Alexander Finkenwirth	actor	11	7.7	31249
Tae Kimura	actress	42	6.9	31244
Mehmet Yilmaz Ak	actor	9	7.5	31241
Marie Robertson	actress	14	7.0	31237
Punkie Johnson	actress	12	7.5	31227
Olgun Simsek	actor	20	7.5	31226
Gregory Itzin	actor	26	7.2	31224
Kiel Martin	actor	13	8.0	31217
Jasna Fritzi Bauer	actress	21	6.7	31213
Alec Willows	actor	19	7.8	31212
Engin Alkan	actor	17	7.5	31206
Fariba Kowsari	actress	20	7.2	31203
Wayne LeGette	actor	91	7.1	31201
Don LaFontaine	actor	15	6.6	31195
Barlow Jacobs	actor	9	6.8	31189
Sofia Wylie	actress	10	7.1	31186
Louise Dresser	actress	49	7.2	31184
William Gaminara	actor	9	7.9	31169
Miles Luna	actor	16	7.6	31160
Roger C. Carmel	actor	12	6.9	31158
Sanna Persson	actress	14	7.2	31151
Will Greenberg	actor	10	6.9	31150
Mark Letheren	actor	9	8.0	31145
John Longden	actor	24	6.9	31130
William Armstrong	actor	8	7.9	31130
Ron Randell	actor	58	6.6	31128
Jeong-an Chae	actress	33	7.7	31123
Frederick Parslow	actor	9	7.0	31117
Jen Brown	actress	11	8.3	31112
Gorica Popovic	actress	60	7.6	31111
Elisa Schlott	actress	15	7.7	31107
Kong Kuwata	actor	9	7.0	31107
Do-bin Baek	actor	18	6.6	31105
Charles Lane	actor	28	6.5	31103
Marvin Kaplan	actor	20	6.9	31097
Mayu Udono	actress	7	7.2	31091
Ikumi Hasegawa	actress	21	7.7	31089
Sadao Abe	actor	59	6.7	31079
Sonita Henry	actress	10	6.5	31072
Allyn Joslyn	actor	49	6.8	31049
Edward Hong	actor	13	7.9	31034
Hugo Haas	actor	64	6.7	31033
Hugo Haas	director	64	6.7	31033
Svetlana Nemolyaeva	actress	43	8.1	31029
Désirée Nosbusch	actress	55	7.2	31022
Désirée Nosbusch	director	55	7.2	31022
Rehman Khan	actor	95	7.9	31021
Dorah Fine	actress	31	6.7	31021
Sonia Dresdel	actress	18	7.5	31012
Britta Phillips	actress	9	7.8	31011
Stephanie Allynne	director	13	7.0	30994
Stephanie Allynne	actress	13	7.0	30994
Yong-hwa Jung	actor	20	7.3	30985
Zhuo Tan	actress	31	7.2	30983
Damian Lau	actor	62	6.6	30982
Srabanti Chatterjee	actress	52	6.9	30968
Deborah Hay	actress	8	7.8	30965
Tom Audenaert	actor	22	7.3	30959
Cagri Sensoy	actor	9	7.5	30958
Karin Schubert	actress	59	6.5	30956
Michael Judd	actor	8	7.2	30954
Michael Judd	director	8	7.2	30954
Fariba Motekhasses	actress	7	8.0	30937
Eva De Dominici	actress	26	6.6	30936
Michio Hazama	actor	33	8.1	30933
Petr Kopriva	actor	7	7.1	30931
Karl Michael Vogler	actor	53	6.9	30928
Josep Maria Pou	actor	34	6.8	30924
Alex Cox	director	47	6.8	30914
Alex Cox	actor	47	6.8	30914
Yûji Kishi	actor	13	7.0	30913
Dady Brieva	actor	22	7.1	30911
Kresimir Mikic	actor	38	6.6	30905
Masayo Banri	actress	20	7.4	30902
Zohar Strauss	actor	21	7.6	30901
Dolores Gray	actress	11	6.6	30899
Han Ji-Eun	actress	17	6.8	30896
Jocelyne Loewen	actress	34	7.4	30891
Khosro Shakibai	actor	62	6.5	30887
Anthony Hayes	actor	26	6.7	30881
Anthony Hayes	director	26	6.7	30881
Manju Pillai	actress	9	7.5	30875
Rolf Kanies	actor	42	7.0	30874
Mark Povinelli	actor	9	7.0	30874
Chien Sun	actor	23	6.9	30857
Peter Hansen	actor	26	6.6	30852
Tanuja Samarth	actress	155	7.0	30850
Ali Il	actor	16	7.8	30850
Backagaindancer	actor	16	6.7	30846
Millicent Martin	actress	11	7.0	30837
Caro Cult	actress	7	6.8	30834
Gyula Szabó	actor	32	8.1	30833
Afiea Nusrat Barsha	actress	10	6.6	30832
Vijay Antony	actor	33	6.9	30831
Hyun-Chul Cho	actor	8	8.1	30831
Kurt Gerron	actor	15	7.7	30827
Kurt Gerron	director	15	7.7	30827
Dora Bryan	actress	31	6.5	30816
Ananth	actor	57	6.5	30810
Durga Khote	actress	85	7.9	30809
Fritz Wepper	actor	77	7.1	30804
Zach Hadel	actor	9	8.5	30801
Bestemsu Özdemir	actress	22	6.9	30793
Min Ji-ah	actress	8	7.8	30792
Stephanie Cayo	actress	30	6.7	30787
Grant Page	actor	10	6.7	30775
Johnny Huang	actor	45	6.6	30774
Haydée Politoff	actress	20	7.1	30774
Richa Langella	actress	19	7.0	30771
Sian Gibson	actress	9	8.2	30766
Isobel Elsom	actress	26	6.7	30764
Nasrin Moghanloo	actress	28	6.9	30760
Martín Seefeld	actor	32	8.0	30758
Art Gilmore	actor	27	7.6	30747
Michael Martin	director	9	7.1	30745
Michael Martin	actor	9	7.1	30745
Frederick Vroom	actor	9	7.6	30729
Rose Marie	actress	19	7.9	30728
Cahit Gök	actor	14	7.5	30718
Sophie Rois	actress	47	6.7	30718
Eun-pyo Jeong	actor	23	6.7	30666
Yoon-young Choi	actress	27	7.7	30654
Yoon-young Choi	actor	27	7.7	30654
Frank Faylen	actor	30	6.9	30653
Kôji Yada	actor	31	7.9	30653
Paul Essiembre	actor	30	7.1	30643
David Sherwood	actor	8	7.2	30642
Hartmut Becker	actor	29	7.2	30634
Ambika	actress	131	7.1	30632
Ambika	actor	131	7.1	30632
Min Sung-wuk	actor	15	8.2	30629
Richard Derr	actor	18	6.5	30626
Gaite Jansen	actress	26	6.9	30622
Ellen Helinder	director	12	8.2	30603
Ellen Helinder	actress	12	8.2	30603
Adriana Paz	actress	21	6.6	30598
Constance Zimmer	actress	22	7.3	30596
Nam Da-reum	actor	28	6.9	30595
Emir Hadzihafizbegovic	actor	37	7.4	30591
Mats Bergman	actor	12	6.6	30590
Ramesh Aravind	actor	73	7.7	30582
Ramesh Aravind	director	73	7.7	30582
Jeff Lewis	actor	15	6.9	30581
Vladimir Tolokonnikov	actor	19	8.1	30580
Miho Ninagawa	actress	7	6.5	30579
Kim Hawthorne	actress	15	7.3	30569
Gary Collins	actor	34	7.2	30564
David Witts	actor	12	7.5	30564
Sawsan Badr	actress	97	6.8	30562
Fanny Sidney	actress	9	8.3	30558
Vicki Lawrence	actress	15	7.8	30553
Vivian Sung	actress	24	6.9	30551
Michelle Rojas	actress	29	7.1	30551
Aud Egede-Nissen	actress	20	7.6	30545
Martiño Rivas	actor	16	7.2	30543
Avantika Shetty	actress	9	8.1	30533
Guy Grosso	actor	13	6.5	30526
Achint Kaur	actress	33	6.9	30525
Serge-Henri Valcke	actor	21	6.7	30520
Sonny Shroyer	actor	11	7.0	30517
Kôji Ishii	actor	47	7.6	30515
Kôji Ishii	director	47	7.6	30515
Rolan Bykov	actor	88	7.5	30509
Rolan Bykov	director	88	7.5	30509
Jessica Grabowsky	actress	19	7.1	30504
Rishad Mahmud	actor	16	7.6	30499
John Canada Terrell	actor	8	6.8	30485
Goran Radakovic	actor	18	8.6	30480
Gary Basaraba	actor	31	7.0	30471
Tom Ljungman	actor	9	6.9	30469
Thomas Mikal Ford	actor	27	7.5	30467
Yoshiyoshi Arakawa	actor	42	6.6	30457
O.E. Hasse	actor	55	7.1	30453
Marian Marsh	actress	79	6.7	30448
Graciela Borges	actress	57	6.8	30444
Shinobu Terajima	actress	39	6.7	30443
Thomas Cadrot	actor	12	6.5	30442
Chiaki Kobayashi	actor	20	7.6	30437
Dan Southworth	actor	13	7.3	30434
Yan Tang	actress	37	7.0	30424
Yan Tang	actor	37	7.0	30424
Tomoko Kaneda	actress	64	7.2	30422
Ingvar Hirdwall	actor	28	6.9	30416
Sakke Järvenpää	actor	9	6.8	30408
Bruce Kimmel	actor	13	7.2	30403
Bruce Kimmel	director	13	7.2	30403
Laura Gordon	actress	15	6.6	30400
Basak Gümülcinelioglu	actress	8	7.2	30397
Nutan	actress	131	7.1	30396
Nutan	actor	131	7.1	30396
Hugues Quester	actor	19	6.8	30392
Adam Rich	actor	19	7.1	30392
Eduardo Moscovis	actor	53	6.9	30381
Naci Tasdögen	actor	7	8.0	30375
Péter Rudolf	actor	49	6.5	30371
Péter Rudolf	director	49	6.5	30371
Aitor Luna	actor	15	6.8	30364
Anasuya Bharadwaj	actress	12	7.5	30363
Carmen Moore	actress	17	7.3	30350
Boran Kuzum	actor	14	7.6	30350
Tom Everett	actor	9	7.8	30345
Waylon Jennings	actor	7	7.0	30335
Robert Barrat	actor	64	6.5	30335
Mariana Di Girólamo	actress	15	6.6	30329
Regina Wan	actress	37	6.5	30325
Travis W Bruyer	actor	10	6.7	30319
Eri Fuse	actress	29	6.7	30314
Güven Hokna	actress	17	7.8	30312
Sule Rimi	actor	13	7.3	30302
Marc Porel	actor	33	6.6	30298
Nia Roberts	actress	16	6.6	30292
Allison L. Sumrall	actress	52	7.0	30273
Wenkang Yuan	actor	36	7.2	30263
Kazuki Yao	actor	45	7.7	30261
Frances Drake	actress	38	6.9	30258
Ryan Cooper	actor	21	7.0	30256
Ryan Cooper	director	21	7.0	30256
Kathleen Burke	actress	12	7.4	30255
No Jeong-ee	actress	22	7.7	30236
Christian Alers	actor	30	7.2	30229
Yael Stone	actress	17	7.6	30227
Tijmen Govaerts	actor	10	6.8	30222
Evgeniy Sidikhin	actor	60	6.9	30217
Nora Waldstätten	actress	21	6.5	30216
Deepika Amin	actress	17	7.0	30209
Birgitta Valberg	actress	12	8.1	30203
Keshav Deepak	actor	23	7.8	30200
José Calvo	actor	40	7.7	30195
Massimiliano Tortora	actor	18	6.7	30184
Ellen Hillingsø	actress	34	7.5	30183
Yûki Yamada	actor	46	7.2	30179
Yasemin Çonka	actress	16	7.8	30175
Mike Lane	actor	28	7.1	30175
Kôji Imada	actor	7	7.7	30161
Sezin Akbasogullari	actress	26	7.0	30153
Axel Prahl	actor	76	6.5	30150
Diarmuid Noyes	actor	11	7.5	30149
Jafar Dehghan	actor	35	7.2	30147
Tainá Müller	actress	15	7.6	30146
Lali Gonzalez	actress	24	6.9	30144
Mitsuhiro Ichiki	actor	26	7.6	30139
Yû Koyanagi	actor	27	7.4	30133
Annette Crosbie	actress	36	7.3	30124
Leopold Hornung	actor	8	7.8	30107
Miya George	actress	42	6.7	30107
Katrin Schaake	actress	26	7.2	30103
Nicolette Krebitz	actress	55	7.2	30101
Nicolette Krebitz	director	55	7.2	30101
David Hemblen	actor	30	6.6	30098
Mi-yeon Lee	actress	41	6.5	30096
Mi-yeon Lee	director	41	6.5	30096
Paul Sonkkila	actor	14	7.2	30087
Eddie Foy Jr.	actor	48	6.5	30087
Randy Sklar	actor	8	7.2	30084
Bengt Braskered	actor	15	7.1	30077
Mary Merrall	actress	18	7.5	30075
Shayna Fox	actress	8	6.8	30071
Tom Aldredge	actor	17	7.3	30066
Charlotte Fich	actress	22	7.5	30059
Peter Dyneley	actor	22	7.0	30045
Salli Saffioti	actress	27	7.0	30041
Peter MacLean	actor	7	7.0	30038
Eileen Colgan	actress	7	7.3	30037
Igor Vernik	actor	27	6.7	30034
Yu-seok Kim	actor	19	6.9	30030
Eleanor Matsuura	actress	9	6.6	30019
Yaprak Özdemiroglu	actress	24	7.5	30019
Katelyn Barr	actress	58	7.0	30018
Françoise Rosay	actress	87	6.8	30017
Mireille Perrier	actress	38	7.2	30013
Jirí Machácek	actor	30	6.9	30011
Robert Ito	actor	30	6.7	30006
Maryam Amirjallali	actress	23	6.7	29996
Ajay Purkar	actor	8	8.4	29995
Chris Burnett	actor	26	6.9	29985
Mercedes Sampietro	actress	60	7.0	29984
Florian Stetter	actor	43	6.8	29979
Jonas Rimeika	actor	8	6.9	29974
Kida Khodr Ramadan	actor	30	7.3	29973
Kida Khodr Ramadan	director	30	7.3	29973
Federico Pérez Rey	actor	11	6.8	29968
Mala Sinha	actress	181	7.8	29964
Meghna Malik	actress	15	7.8	29958
Won Ho Shin	actor	8	8.1	29953
Elise Bauman	actress	20	6.7	29934
Riccardo Salvino	actor	33	6.8	29931
Sallie Harmsen	actress	35	6.5	29923
Fanny Mallette	actress	31	6.6	29918
Sharon Noble	actress	7	6.7	29912
Carole Franck	actress	24	6.9	29899
Meiyang Chang	actor	9	6.6	29898
Parul Yadav	actress	21	7.6	29897
Yun Ju-sang	actor	39	7.8	29889
Akiji Kobayashi	actor	61	7.6	29873
Jack Wouterse	actor	50	6.5	29871
Harriet Webb	actress	8	8.0	29870
Dong-wook Kim	actor	49	6.8	29869
